"Station Name","MAC Address","Org Name","Start Date","Start Time Zone","End Date","End Time Zone","Transaction Date (Pacific Time)","Total Duration (hh:mm:ss)","Charging Time (hh:mm:ss)","Energy (kWh)","GHG Savings (kg)","Gasoline Savings (gallons)","Port Type","Port Number","Plug Type","EVSE ID","Address 1","Address 2",City,State/Province,"Postal Code",Country,Latitude,Longitude,Currency,Fee,"Ended By","Plug In Event Id","Driver Postal Code","User ID","Start SOC","End SOC",County,"System S/N","Model Number"
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-29 08:20:34",PDT,"2020-04-29 12:16:04",PDT,"2020-04-29 12:17:19",03:55:28,03:19:36,19.559,8.215,2.455,"Level 2",1,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,1.960,"Plug Out at Vehicle",6210,95060,141945,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-28 21:57:17",PDT,"2020-04-29 05:57:33",PDT,"2020-04-29 05:58:32",08:00:21,04:11:14,25.296,10.624,3.175,"Level 2",2,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,2.530,"Plug Out at Vehicle",4908,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-28 10:08:24",PDT,"2020-04-28 13:44:09",PDT,"2020-04-28 13:45:29",03:35:45,03:01:11,17.461,7.334,2.191,"Level 2",2,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,1.750,"Plug Out at Vehicle",6554,N/A,,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-27 11:15:12",PDT,"2020-04-27 15:46:08",PDT,"2020-04-27 15:46:53",04:30:56,04:29:52,26.145,10.981,3.281,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,2.610,"Plug Out at Vehicle",6553,94010,3814081,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-27 09:03:40",PDT,"2020-04-27 14:14:28",PDT,"2020-04-27 14:15:34",05:10:48,02:40:20,9.677,4.064,1.215,"Level 2",2,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,0.970,"Plug Out at Vehicle",6209,95129,826091,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-25 21:59:41",PDT,"2020-04-26 05:51:51",PDT,"2020-04-26 05:52:33",07:52:09,05:19:24,29.892,12.555,3.751,"Level 2",1,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,2.990,"Plug Out at Vehicle",4907,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-25 13:56:27",PDT,"2020-04-25 22:00:56",PDT,"2020-04-25 22:02:21",08:04:27,08:04:19,48.043,20.178,6.029,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,4.800,"Plug Out at Vehicle",6552,94610,4321501,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-25 10:25:50",PDT,"2020-04-25 16:45:24",PDT,"2020-04-25 16:46:07",06:19:39,02:47:03,11.285,4.740,1.416,"Level 2",2,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,1.130,"Plug Out at Vehicle",6208,95129,826091,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-25 02:55:23",PDT,"2020-04-25 05:49:43",PDT,"2020-04-25 05:50:48",02:54:19,02:53:55,17.567,7.378,2.205,"Level 2",2,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,1.760,"Plug Out at Vehicle",4906,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-24 23:50:06",PDT,"2020-04-25 02:13:06",PDT,"2020-04-25 02:14:03",02:23:03,00:33:16,3.339,1.402,0.419,"Level 2",2,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,0.330,"Plug Out at Vehicle",4905,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-24 22:00:08",PDT,"2020-04-24 22:02:07",PDT,"2020-04-24 22:02:16",00:01:59,00:00:00,0.000,0.000,0.000,"Level 2",1,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,0.000,Timeout,4904,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-24 09:03:16",PDT,"2020-04-24 14:36:58",PDT,"2020-04-24 14:37:43",05:33:47,05:33:28,32.409,13.612,4.067,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,3.240,"Plug Out at Vehicle",6551,94010,3814081,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-24 08:21:24",PDT,"2020-04-24 12:08:50",PDT,"2020-04-24 12:10:08",03:47:26,01:55:24,9.312,3.911,1.169,"Level 2",2,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,0.930,"Plug Out at Vehicle",6207,95129,826091,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-23 22:27:37",PDT,"2020-04-24 05:36:38",PDT,"2020-04-24 05:37:43",07:09:05,02:31:45,15.411,6.473,1.934,"Level 2",1,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,1.540,"Plug Out at Vehicle",4903,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-23 14:05:37",PDT,"2020-04-23 21:58:56",PDT,"2020-04-23 21:59:52",07:53:22,07:53:13,47.143,19.800,5.916,"Level 2",1,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,4.710,"Plug Out at Vehicle",6206,94610,4321501,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-23 10:29:38",PDT,"2020-04-23 17:45:14",PDT,"2020-04-23 17:45:56",07:15:36,02:37:53,9.432,3.961,1.184,"Level 2",2,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,0.940,"Plug Out at Vehicle",6205,95129,826091,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-23 11:10:23",PDT,"2020-04-23 16:04:31",PDT,"2020-04-23 16:05:22",04:54:08,03:12:53,18.634,7.826,2.339,"Level 2",2,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,1.860,"Plug Out at Vehicle",6550,N/A,,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-23 07:52:30",PDT,"2020-04-23 14:11:12",PDT,"2020-04-23 14:11:53",06:18:44,06:18:19,36.915,15.504,4.633,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,3.690,"Plug Out at Vehicle",6549,94010,3814081,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-22 23:31:40",PDT,"2020-04-23 05:58:06",PDT,"2020-04-23 05:58:49",06:26:25,04:17:04,25.848,10.856,3.244,"Level 2",1,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,2.580,"Plug Out at Vehicle",6204,94541,19775251,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-22 14:13:27",PDT,"2020-04-22 17:21:34",PDT,"2020-04-22 17:22:20",03:08:07,02:38:25,9.813,4.122,1.232,"Level 2",2,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,0.980,"Plug Out at Vehicle",6203,95129,826091,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-22 10:52:48",PDT,"2020-04-22 16:01:19",PDT,"2020-04-22 16:02:04",05:08:30,03:04:35,17.922,7.527,2.249,"Level 2",2,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,1.790,"Plug Out at Vehicle",6548,N/A,,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-22 08:08:17",PDT,"2020-04-22 12:01:26",PDT,"2020-04-22 12:02:55",03:53:09,02:45:10,8.437,3.544,1.059,"Level 2",2,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,0.840,"Plug Out at Vehicle",6202,95037,21551071,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-22 00:55:14",PDT,"2020-04-22 06:03:46",PDT,"2020-04-22 06:04:58",05:08:32,04:42:50,28.537,11.985,3.581,"Level 2",2,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,2.850,"Plug Out at Vehicle",6201,94541,19775251,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-21 09:40:32",PDT,"2020-04-21 12:49:02",PDT,"2020-04-21 12:50:09",03:08:33,03:08:20,18.555,7.793,2.329,"Level 2",1,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,1.860,"Plug Out at Vehicle",6200,94010,3814081,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-20 13:48:38",PDT,"2020-04-20 22:05:23",PDT,"2020-04-20 22:06:05",08:16:45,06:25:50,35.487,14.904,4.454,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,3.550,"Plug Out at Vehicle",6547,94610,4321501,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-20 08:18:43",PDT,"2020-04-20 16:11:56",PDT,"2020-04-20 16:12:40",07:53:13,07:52:42,46.364,19.473,5.819,"Level 2",1,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,4.640,"Plug Out at Vehicle",4902,94010,3814081,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-19 12:13:59",PDT,"2020-04-19 18:34:17",PDT,"2020-04-19 18:35:00",06:20:18,02:45:08,9.698,4.073,1.217,"Level 2",1,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,0.970,"Plug Out at Vehicle",4901,95129,826091,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-18 21:59:17",PDT,"2020-04-19 05:54:52",PDT,"2020-04-19 05:55:59",07:55:39,03:32:07,21.419,8.996,2.688,"Level 2",2,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,2.140,"Plug Out at Vehicle",4900,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-18 09:24:01",PDT,"2020-04-18 14:28:50",PDT,"2020-04-18 14:30:02",05:04:49,02:48:13,9.939,4.174,1.247,"Level 2",2,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,0.990,"Plug Out at Vehicle",6199,95129,826091,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-17 23:53:08",PDT,"2020-04-18 06:05:28",PDT,"2020-04-18 06:06:11",06:12:24,04:35:49,27.925,11.729,3.505,"Level 2",1,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,2.790,"Plug Out at Vehicle",4899,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-17 21:59:52",PDT,"2020-04-17 23:52:47",PDT,"2020-04-17 23:54:03",01:52:54,00:02:14,0.101,0.042,0.013,"Level 2",2,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,0.010,"Plug Out at Vehicle",4898,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-17 13:57:10",PDT,"2020-04-17 21:57:35",PDT,"2020-04-17 21:58:39",08:00:29,08:00:18,47.700,20.034,5.986,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,4.770,"Plug Out at Vehicle",6546,N/A,,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-17 08:09:08",PDT,"2020-04-17 16:24:16",PDT,"2020-04-17 16:24:58",08:15:08,02:45:52,9.868,4.145,1.238,"Level 2",1,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,0.990,"Plug Out at Vehicle",6198,95129,826091,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-17 10:32:13",PDT,"2020-04-17 15:51:39",PDT,"2020-04-17 15:52:23",05:19:26,02:57:36,17.111,7.187,2.147,"Level 2",2,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,1.710,"Plug Out at Vehicle",6545,N/A,,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-16 21:59:47",PDT,"2020-04-17 06:01:55",PDT,"2020-04-17 06:03:17",08:02:12,05:25:18,29.516,12.397,3.704,"Level 2",2,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,2.950,"Plug Out at Vehicle",6197,94541,19775251,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-16 09:38:39",PDT,"2020-04-16 15:45:52",PDT,"2020-04-16 15:46:36",06:07:13,02:56:13,17.069,7.169,2.142,"Level 2",2,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,1.710,"Plug Out at Vehicle",6543,N/A,,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-16 06:02:08",PDT,"2020-04-16 13:42:44",PDT,"2020-04-16 13:43:29",07:40:36,04:47:11,28.615,12.018,3.591,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,2.860,"Plug Out at Vehicle",6542,94610,4321501,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-15 09:22:39",PDT,"2020-04-15 18:36:23",PDT,"2020-04-15 18:37:19",09:13:44,02:43:04,9.705,4.076,1.218,"Level 2",1,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,0.970,"Plug Out at Vehicle",6196,95129,826091,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-15 05:53:32",PDT,"2020-04-15 14:00:25",PDT,"2020-04-15 14:01:23",08:06:52,06:07:06,36.545,15.349,4.586,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,3.650,"Plug Out at Vehicle",6540,94610,4321501,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-15 09:47:50",PDT,"2020-04-15 13:38:56",PDT,"2020-04-15 13:39:41",03:51:06,01:34:55,8.991,3.776,1.128,"Level 2",2,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,0.900,"Plug Out at Vehicle",6541,N/A,,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-14 21:59:39",PDT,"2020-04-15 05:59:05",PDT,"2020-04-15 05:59:48",07:59:30,04:45:29,28.589,12.007,3.588,"Level 2",2,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,2.860,"Plug Out at Vehicle",4897,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-14 08:19:58",PDT,"2020-04-14 13:49:57",PDT,"2020-04-14 13:50:40",05:29:58,02:25:46,14.158,5.947,1.777,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,1.420,"Plug Out at Vehicle",6539,94010,3814081,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-13 13:53:22",PDT,"2020-04-13 17:48:57",PDT,"2020-04-13 17:50:19",03:55:35,03:51:24,23.221,9.753,2.914,"Level 2",1,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,2.320,"Plug Out at Vehicle",4896,94610,4321501,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-13 13:33:13",PDT,"2020-04-13 17:07:19",PDT,"2020-04-13 17:08:09",03:34:06,02:37:44,9.328,3.918,1.171,"Level 2",1,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,0.720,"Plug Out at Vehicle",6195,95129,826091,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-13 08:58:51",PDT,"2020-04-13 14:31:23",PDT,"2020-04-13 14:32:22",05:32:37,05:32:14,32.409,13.612,4.067,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,3.240,"Plug Out at Vehicle",6538,94010,3814081,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-11 21:56:55",PDT,"2020-04-12 06:00:12",PDT,"2020-04-12 06:01:19",08:03:17,02:22:41,12.736,5.349,1.598,"Level 2",2,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,1.270,"Plug Out at Vehicle",4895,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-11 13:58:38",PDT,"2020-04-11 20:56:15",PDT,"2020-04-11 20:57:38",06:57:37,04:53:32,29.049,12.201,3.646,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,2.900,"Plug Out at Vehicle",6537,94610,4321501,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 1",0024:B100:0002:423E,"SLAC - Stanford","2020-04-10 22:00:53",PDT,"2020-04-11 05:57:15",PDT,"2020-04-11 05:58:02",07:56:22,04:12:21,24.359,10.231,3.057,"Level 2",2,J1772,113189,"Loop Rd",,"Menlo Park",California,94025,"United States",37.419960,-122.204262,USD,2.440,"Plug Out at Vehicle",4894,94541,19775251,,,"San Mateo County",143741006697,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-10 13:50:29",PDT,"2020-04-10 19:44:23",PDT,"2020-04-10 19:45:14",05:53:54,03:52:42,23.127,9.713,2.902,"Level 2",1,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,2.310,"Plug Out at Vehicle",6536,94610,4321501,,,"San Mateo County",143741006695,CT4020-HD-GW
"SLAC / SUSB CHARGER 2",0024:B100:0002:166F,"SLAC - Stanford","2020-04-10 10:37:18",PDT,"2020-04-10 18:21:47",PDT,"2020-04-10 18:22:29",07:44:28,06:34:42,39.264,16.491,4.928,"Level 2",2,J1772,113177,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420021,-122.204056,USD,3.930,"Plug Out at Vehicle",6194,94025,19829421,,,"San Mateo County",143541006391,CT4020-HD
"SLAC / SUSB CHARGER 3",0024:B100:0002:1777,"SLAC - Stanford","2020-04-10 10:31:49",PDT,"2020-04-10 15:49:14",PDT,"2020-04-10 15:50:25",05:17:25,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,112413,"Loop Rd",,"Portola Valley",California,94028,"United States",37.420052,-122.203835,USD,0.000,"Plug Out at Vehicle",6535,N/A,,,,"San Mateo County",143741006695,CT4020-HD-GW
