,q_bid,start_time,qmtp,is_bid,p_bid,meter_id,e,end_time,rate_id,mode_dispatch,mode_market,meter_interval_id
26,0.795726,2021-07-22T09:04:00,0.795726,True,0.0,3,0.0132621,2021-07-22T09:05:00,1,0.0,0.0,27
27,0.74714,2021-07-22T09:04:00,0.74714,True,0.0,4,0.0124523,2021-07-22T09:05:00,1,0.0,0.0,28
28,0.892027,2021-07-22T09:04:00,0.892027,True,0.0,5,0.0148671,2021-07-22T09:05:00,1,0.0,0.0,29
29,0.835786,2021-07-22T09:04:00,0.835786,True,0.0,6,0.0139298,2021-07-22T09:05:00,1,0.0,0.0,30
30,0.641233,2021-07-22T09:05:00,0.641233,True,0.0,1,0.0106872,2021-07-22T09:06:00,1,0.0,0.0,31
31,0.821399,2021-07-22T09:05:00,0.821399,True,0.0,2,0.01369,2021-07-22T09:06:00,1,0.0,0.0,32
32,0.801713,2021-07-22T09:05:00,0.801713,True,0.0,3,0.0133619,2021-07-22T09:06:00,1,0.0,0.0,33
33,0.752762,2021-07-22T09:05:00,0.752762,True,0.0,4,0.012546,2021-07-22T09:06:00,1,0.0,0.0,34
34,0.898739,2021-07-22T09:05:00,0.898739,True,0.0,5,0.014979,2021-07-22T09:06:00,1,0.0,0.0,35
35,0.842075,2021-07-22T09:05:00,0.842075,True,0.0,6,0.0140346,2021-07-22T09:06:00,1,0.0,0.0,36
36,0.645978,2021-07-22T09:06:00,0.645978,True,0.0,1,0.0107663,2021-07-22T09:07:00,1,0.0,0.0,37
37,0.827477,2021-07-22T09:06:00,0.827477,True,0.0,2,0.0137913,2021-07-22T09:07:00,1,0.0,0.0,38
38,0.807645,2021-07-22T09:06:00,0.807645,True,0.0,3,0.0134607,2021-07-22T09:07:00,1,0.0,0.0,39
39,0.758331,2021-07-22T09:06:00,0.758331,True,0.0,4,0.0126389,2021-07-22T09:07:00,1,0.0,0.0,40
40,0.905388,2021-07-22T09:06:00,0.905388,True,0.0,5,0.0150898,2021-07-22T09:07:00,1,0.0,0.0,41
41,0.848305,2021-07-22T09:06:00,0.848305,True,0.0,6,0.0141384,2021-07-22T09:07:00,1,0.0,0.0,42
42,0.650678,2021-07-22T09:07:00,0.650678,True,0.0,1,0.0108446,2021-07-22T09:08:00,1,0.0,0.0,43
43,0.833497,2021-07-22T09:07:00,0.833497,True,0.0,2,0.0138916,2021-07-22T09:08:00,1,0.0,0.0,44
44,0.813521,2021-07-22T09:07:00,0.813521,True,0.0,3,0.0135587,2021-07-22T09:08:00,1,0.0,0.0,45
45,0.763849,2021-07-22T09:07:00,0.763849,True,0.0,4,0.0127308,2021-07-22T09:08:00,1,0.0,0.0,46
46,0.911976,2021-07-22T09:07:00,0.911976,True,0.0,5,0.0151996,2021-07-22T09:08:00,1,0.0,0.0,47
47,0.854477,2021-07-22T09:07:00,0.854477,True,0.0,6,0.0142413,2021-07-22T09:08:00,1,0.0,0.0,48
48,0.655334,2021-07-22T09:08:00,0.655334,True,0.0,1,0.0109222,2021-07-22T09:09:00,1,0.0,0.0,49
49,0.839462,2021-07-22T09:08:00,0.839462,True,0.0,2,0.013991,2021-07-22T09:09:00,1,0.0,0.0,50
50,0.819343,2021-07-22T09:08:00,0.819343,True,0.0,3,0.0136557,2021-07-22T09:09:00,1,0.0,0.0,51
51,0.769315,2021-07-22T09:08:00,0.769315,True,0.0,4,0.0128219,2021-07-22T09:09:00,1,0.0,0.0,52
52,0.918502,2021-07-22T09:08:00,0.918502,True,0.0,5,0.0153084,2021-07-22T09:09:00,1,0.0,0.0,53
53,0.860592,2021-07-22T09:08:00,0.860592,True,0.0,6,0.0143432,2021-07-22T09:09:00,1,0.0,0.0,54
54,0.660061,2021-07-22T09:09:00,0.660061,True,0.0,1,0.011001,2021-07-22T09:10:00,1,0.0,0.0,55
55,0.845516,2021-07-22T09:09:00,0.845516,True,0.0,2,0.0140919,2021-07-22T09:10:00,1,0.0,0.0,56
56,0.825252,2021-07-22T09:09:00,0.825252,True,0.0,3,0.0137542,2021-07-22T09:10:00,1,0.0,0.0,57
57,0.774864,2021-07-22T09:09:00,0.774864,True,0.0,4,0.0129144,2021-07-22T09:10:00,1,0.0,0.0,58
58,0.925127,2021-07-22T09:09:00,0.925127,True,0.0,5,0.0154188,2021-07-22T09:10:00,1,0.0,0.0,59
59,0.866799,2021-07-22T09:09:00,0.866799,True,0.0,6,0.0144466,2021-07-22T09:10:00,1,0.0,0.0,60
60,0.664515,2021-07-22T09:10:00,0.664515,True,0.0,1,0.0110752,2021-07-22T09:11:00,1,0.0,0.0,61
61,0.851222,2021-07-22T09:10:00,0.851222,True,0.0,2,0.014187,2021-07-22T09:11:00,1,0.0,0.0,62
62,0.830821,2021-07-22T09:10:00,0.830821,True,0.0,3,0.013847,2021-07-22T09:11:00,1,0.0,0.0,63
63,0.780093,2021-07-22T09:10:00,0.780093,True,0.0,4,0.0130015,2021-07-22T09:11:00,1,0.0,0.0,64
64,0.931369,2021-07-22T09:10:00,0.931369,True,0.0,5,0.0155228,2021-07-22T09:11:00,1,0.0,0.0,65
65,0.872648,2021-07-22T09:10:00,0.872648,True,0.0,6,0.0145441,2021-07-22T09:11:00,1,0.0,0.0,66
66,0.66904,2021-07-22T09:11:00,0.66904,True,0.0,1,0.0111507,2021-07-22T09:12:00,1,0.0,0.0,67
67,0.857018,2021-07-22T09:11:00,0.857018,True,0.0,2,0.0142836,2021-07-22T09:12:00,1,0.0,0.0,68
68,0.836479,2021-07-22T09:11:00,0.836479,True,0.0,3,0.0139413,2021-07-22T09:12:00,1,0.0,0.0,69
69,0.785405,2021-07-22T09:11:00,0.785405,True,0.0,4,0.0130901,2021-07-22T09:12:00,1,0.0,0.0,70
70,0.937711,2021-07-22T09:11:00,0.937711,True,0.0,5,0.0156285,2021-07-22T09:12:00,1,0.0,0.0,71
71,0.878591,2021-07-22T09:11:00,0.878591,True,0.0,6,0.0146432,2021-07-22T09:12:00,1,0.0,0.0,72
72,0.673521,2021-07-22T09:12:00,0.673521,True,0.0,1,0.0112254,2021-07-22T09:13:00,1,0.0,0.0,73
73,0.862759,2021-07-22T09:12:00,0.862759,True,0.0,2,0.0143793,2021-07-22T09:13:00,1,0.0,0.0,74
74,0.842082,2021-07-22T09:12:00,0.842082,True,0.0,3,0.0140347,2021-07-22T09:13:00,1,0.0,0.0,75
75,0.790666,2021-07-22T09:12:00,0.790666,True,0.0,4,0.0131778,2021-07-22T09:13:00,1,0.0,0.0,76
76,0.943993,2021-07-22T09:12:00,0.943993,True,0.0,5,0.0157332,2021-07-22T09:13:00,1,0.0,0.0,77
77,0.884476,2021-07-22T09:12:00,0.884476,True,0.0,6,0.0147413,2021-07-22T09:13:00,1,0.0,0.0,78
78,0.677959,2021-07-22T09:13:00,0.677959,True,0.0,1,0.0112993,2021-07-22T09:14:00,1,0.0,0.0,79
79,0.868444,2021-07-22T09:13:00,0.868444,True,0.0,2,0.0144741,2021-07-22T09:14:00,1,0.0,0.0,80
80,0.84763,2021-07-22T09:13:00,0.84763,True,0.0,3,0.0141272,2021-07-22T09:14:00,1,0.0,0.0,81
81,0.795876,2021-07-22T09:13:00,0.795876,True,0.0,4,0.0132646,2021-07-22T09:14:00,1,0.0,0.0,82
82,0.950213,2021-07-22T09:13:00,0.950213,True,0.0,5,0.0158369,2021-07-22T09:14:00,1,0.0,0.0,83
83,0.890304,2021-07-22T09:13:00,0.890304,True,0.0,6,0.0148384,2021-07-22T09:14:00,1,0.0,0.0,84
84,0.682354,2021-07-22T09:14:00,0.682354,True,0.0,1,0.0113726,2021-07-22T09:15:00,1,0.0,0.0,85
85,0.874074,2021-07-22T09:14:00,0.874074,True,0.0,2,0.0145679,2021-07-22T09:15:00,1,0.0,0.0,86
86,0.853125,2021-07-22T09:14:00,0.853125,True,0.0,3,0.0142188,2021-07-22T09:15:00,1,0.0,0.0,87
87,0.801035,2021-07-22T09:14:00,0.801035,True,0.0,4,0.0133506,2021-07-22T09:15:00,1,0.0,0.0,88
88,0.956373,2021-07-22T09:14:00,0.956373,True,0.0,5,0.0159396,2021-07-22T09:15:00,1,0.0,0.0,89
89,0.896075,2021-07-22T09:14:00,0.896075,True,0.0,6,0.0149346,2021-07-22T09:15:00,1,0.0,0.0,90
90,0.686706,2021-07-22T09:15:00,0.686706,True,0.0,1,0.0114451,2021-07-22T09:16:00,1,0.0,0.0,91
91,0.879648,2021-07-22T09:15:00,0.879648,True,0.0,2,0.0146608,2021-07-22T09:16:00,1,0.0,0.0,92
92,0.858566,2021-07-22T09:15:00,0.858566,True,0.0,3,0.0143094,2021-07-22T09:16:00,1,0.0,0.0,93
93,0.806144,2021-07-22T09:15:00,0.806144,True,0.0,4,0.0134357,2021-07-22T09:16:00,1,0.0,0.0,94
94,0.962472,2021-07-22T09:15:00,0.962472,True,0.0,5,0.0160412,2021-07-22T09:16:00,1,0.0,0.0,95
95,0.90179,2021-07-22T09:15:00,0.90179,True,0.0,6,0.0150298,2021-07-22T09:16:00,1,0.0,0.0,96
96,0.691015,2021-07-22T09:16:00,0.691015,True,0.0,1,0.0115169,2021-07-22T09:17:00,1,0.0,0.0,97
97,0.885168,2021-07-22T09:16:00,0.885168,True,0.0,2,0.0147528,2021-07-22T09:17:00,1,0.0,0.0,98
98,0.863954,2021-07-22T09:16:00,0.863954,True,0.0,3,0.0143992,2021-07-22T09:17:00,1,0.0,0.0,99
99,0.811202,2021-07-22T09:16:00,0.811202,True,0.0,4,0.01352,2021-07-22T09:17:00,1,0.0,0.0,100
100,0.968512,2021-07-22T09:16:00,0.968512,True,0.0,5,0.0161419,2021-07-22T09:17:00,1,0.0,0.0,101
101,0.907449,2021-07-22T09:16:00,0.907449,True,0.0,6,0.0151241,2021-07-22T09:17:00,1,0.0,0.0,102
102,0.695344,2021-07-22T09:17:00,0.695344,True,0.0,1,0.0115891,2021-07-22T09:18:00,1,0.0,0.0,103
103,0.890714,2021-07-22T09:17:00,0.890714,True,0.0,2,0.0148452,2021-07-22T09:18:00,1,0.0,0.0,104
104,0.869366,2021-07-22T09:17:00,0.869366,True,0.0,3,0.0144894,2021-07-22T09:18:00,1,0.0,0.0,105
105,0.816284,2021-07-22T09:17:00,0.816284,True,0.0,4,0.0136047,2021-07-22T09:18:00,1,0.0,0.0,106
106,0.974579,2021-07-22T09:17:00,0.974579,True,0.0,5,0.016243,2021-07-22T09:18:00,1,0.0,0.0,107
107,0.913134,2021-07-22T09:17:00,0.913134,True,0.0,6,0.0152189,2021-07-22T09:18:00,1,0.0,0.0,108
108,0.699616,2021-07-22T09:18:00,0.699616,True,0.0,1,0.0116603,2021-07-22T09:19:00,1,0.0,0.0,109
109,0.896186,2021-07-22T09:18:00,0.896186,True,0.0,2,0.0149364,2021-07-22T09:19:00,1,0.0,0.0,110
110,0.874707,2021-07-22T09:18:00,0.874707,True,0.0,3,0.0145784,2021-07-22T09:19:00,1,0.0,0.0,111
111,0.821299,2021-07-22T09:18:00,0.821299,True,0.0,4,0.0136883,2021-07-22T09:19:00,1,0.0,0.0,112
112,0.980566,2021-07-22T09:18:00,0.980566,True,0.0,5,0.0163428,2021-07-22T09:19:00,1,0.0,0.0,113
113,0.918744,2021-07-22T09:18:00,0.918744,True,0.0,6,0.0153124,2021-07-22T09:19:00,1,0.0,0.0,114
114,0.703752,2021-07-22T09:19:00,0.703752,True,0.0,1,0.0117292,2021-07-22T09:20:00,1,0.0,0.0,115
115,0.901483,2021-07-22T09:19:00,0.901483,True,0.0,2,0.0150247,2021-07-22T09:20:00,1,0.0,0.0,116
116,0.879878,2021-07-22T09:19:00,0.879878,True,0.0,3,0.0146646,2021-07-22T09:20:00,1,0.0,0.0,117
117,0.826154,2021-07-22T09:19:00,0.826154,True,0.0,4,0.0137692,2021-07-22T09:20:00,1,0.0,0.0,118
118,0.986363,2021-07-22T09:19:00,0.986363,True,0.0,5,0.0164394,2021-07-22T09:20:00,1,0.0,0.0,119
119,0.924175,2021-07-22T09:19:00,0.924175,True,0.0,6,0.0154029,2021-07-22T09:20:00,1,0.0,0.0,120
120,0.707825,2021-07-22T09:20:00,0.707825,True,0.0,1,0.0117971,2021-07-22T09:21:00,1,0.0,0.0,121
121,0.906701,2021-07-22T09:20:00,0.906701,True,0.0,2,0.0151117,2021-07-22T09:21:00,1,0.0,0.0,122
122,0.884971,2021-07-22T09:20:00,0.884971,True,0.0,3,0.0147495,2021-07-22T09:21:00,1,0.0,0.0,123
123,0.830936,2021-07-22T09:20:00,0.830936,True,0.0,4,0.0138489,2021-07-22T09:21:00,1,0.0,0.0,124
124,0.992072,2021-07-22T09:20:00,0.992072,True,0.0,5,0.0165345,2021-07-22T09:21:00,1,0.0,0.0,125
125,0.929524,2021-07-22T09:20:00,0.929524,True,0.0,6,0.0154921,2021-07-22T09:21:00,1,0.0,0.0,126
126,0.711922,2021-07-22T09:21:00,0.711922,True,0.0,1,0.0118654,2021-07-22T09:22:00,1,0.0,0.0,127
127,0.911949,2021-07-22T09:21:00,0.911949,True,0.0,2,0.0151991,2021-07-22T09:22:00,1,0.0,0.0,128
128,0.890093,2021-07-22T09:21:00,0.890093,True,0.0,3,0.0148349,2021-07-22T09:22:00,1,0.0,0.0,129
129,0.835745,2021-07-22T09:21:00,0.835745,True,0.0,4,0.0139291,2021-07-22T09:22:00,1,0.0,0.0,130
130,0.997814,2021-07-22T09:21:00,0.997814,True,0.0,5,0.0166302,2021-07-22T09:22:00,1,0.0,0.0,131
131,0.934904,2021-07-22T09:21:00,0.934904,True,0.0,6,0.0155817,2021-07-22T09:22:00,1,0.0,0.0,132
132,0.715977,2021-07-22T09:22:00,0.715977,True,0.0,1,0.0119329,2021-07-22T09:23:00,1,0.0,0.0,133
133,0.917143,2021-07-22T09:22:00,0.917143,True,0.0,2,0.0152857,2021-07-22T09:23:00,1,0.0,0.0,134
134,0.895163,2021-07-22T09:22:00,0.895163,True,0.0,3,0.0149194,2021-07-22T09:23:00,1,0.0,0.0,135
135,0.840506,2021-07-22T09:22:00,0.840506,True,0.0,4,0.0140084,2021-07-22T09:23:00,1,0.0,0.0,136
136,1.0035,2021-07-22T09:22:00,1.0035,True,0.0,5,0.016725,2021-07-22T09:23:00,1,0.0,0.0,137
137,0.940229,2021-07-22T09:22:00,0.940229,True,0.0,6,0.0156705,2021-07-22T09:23:00,1,0.0,0.0,138
138,0.71999,2021-07-22T09:23:00,0.71999,True,0.0,1,0.0119998,2021-07-22T09:24:00,1,0.0,0.0,139
139,0.922284,2021-07-22T09:23:00,0.922284,True,0.0,2,0.0153714,2021-07-22T09:24:00,1,0.0,0.0,140
140,0.90018,2021-07-22T09:23:00,0.90018,True,0.0,3,0.015003,2021-07-22T09:24:00,1,0.0,0.0,141
141,0.845217,2021-07-22T09:23:00,0.845217,True,0.0,4,0.0140869,2021-07-22T09:24:00,1,0.0,0.0,142
142,1.00912,2021-07-22T09:23:00,1.00912,True,0.0,5,0.0168187,2021-07-22T09:24:00,1,0.0,0.0,143
143,0.945499,2021-07-22T09:23:00,0.945499,True,0.0,6,0.0157583,2021-07-22T09:24:00,1,0.0,0.0,144
144,0.723962,2021-07-22T09:24:00,0.723962,True,0.0,1,0.012066,2021-07-22T09:25:00,1,0.0,0.0,145
145,0.927371,2021-07-22T09:24:00,0.927371,True,0.0,2,0.0154562,2021-07-22T09:25:00,1,0.0,0.0,146
146,0.905146,2021-07-22T09:24:00,0.905146,True,0.0,3,0.0150858,2021-07-22T09:25:00,1,0.0,0.0,147
147,0.849879,2021-07-22T09:24:00,0.849879,True,0.0,4,0.0141646,2021-07-22T09:25:00,1,0.0,0.0,148
148,1.01469,2021-07-22T09:24:00,1.01469,True,0.0,5,0.0169115,2021-07-22T09:25:00,1,0.0,0.0,149
149,0.950714,2021-07-22T09:24:00,0.950714,True,0.0,6,0.0158452,2021-07-22T09:25:00,1,0.0,0.0,150
150,0.727892,2021-07-22T09:25:00,0.727892,True,0.0,1,0.0121315,2021-07-22T09:26:00,1,0.0,0.0,151
151,0.932406,2021-07-22T09:25:00,0.932406,True,0.0,2,0.0155401,2021-07-22T09:26:00,1,0.0,0.0,152
152,0.910059,2021-07-22T09:25:00,0.910059,True,0.0,3,0.0151676,2021-07-22T09:26:00,1,0.0,0.0,153
153,0.854493,2021-07-22T09:25:00,0.854493,True,0.0,4,0.0142416,2021-07-22T09:26:00,1,0.0,0.0,154
154,1.0202,2021-07-22T09:25:00,1.0202,True,0.0,5,0.0170033,2021-07-22T09:26:00,1,0.0,0.0,155
155,0.955875,2021-07-22T09:25:00,0.955875,True,0.0,6,0.0159313,2021-07-22T09:26:00,1,0.0,0.0,156
156,0.73178,2021-07-22T09:26:00,0.73178,True,0.0,1,0.0121963,2021-07-22T09:27:00,1,0.0,0.0,157
157,0.937387,2021-07-22T09:26:00,0.937387,True,0.0,2,0.0156231,2021-07-22T09:27:00,1,0.0,0.0,158
158,0.914921,2021-07-22T09:26:00,0.914921,True,0.0,3,0.0152487,2021-07-22T09:27:00,1,0.0,0.0,159
159,0.859058,2021-07-22T09:26:00,0.859058,True,0.0,4,0.0143176,2021-07-22T09:27:00,1,0.0,0.0,160
160,1.02565,2021-07-22T09:26:00,1.02565,True,0.0,5,0.0170942,2021-07-22T09:27:00,1,0.0,0.0,161
161,0.960982,2021-07-22T09:26:00,0.960982,True,0.0,6,0.0160164,2021-07-22T09:27:00,1,0.0,0.0,162
162,0.735628,2021-07-22T09:27:00,0.735628,True,0.0,1,0.0122605,2021-07-22T09:28:00,1,0.0,0.0,163
163,0.942316,2021-07-22T09:27:00,0.942316,True,0.0,2,0.0157053,2021-07-22T09:28:00,1,0.0,0.0,164
164,0.919732,2021-07-22T09:27:00,0.919732,True,0.0,3,0.0153289,2021-07-22T09:28:00,1,0.0,0.0,165
165,0.863575,2021-07-22T09:27:00,0.863575,True,0.0,4,0.0143929,2021-07-22T09:28:00,1,0.0,0.0,166
166,1.03104,2021-07-22T09:27:00,1.03104,True,0.0,5,0.017184,2021-07-22T09:28:00,1,0.0,0.0,167
167,0.966035,2021-07-22T09:27:00,0.966035,True,0.0,6,0.0161006,2021-07-22T09:28:00,1,0.0,0.0,168
168,0.739458,2021-07-22T09:28:00,0.739458,True,0.0,1,0.0123243,2021-07-22T09:29:00,1,0.0,0.0,169
169,0.947222,2021-07-22T09:28:00,0.947222,True,0.0,2,0.015787,2021-07-22T09:29:00,1,0.0,0.0,170
170,0.92452,2021-07-22T09:28:00,0.92452,True,0.0,3,0.0154087,2021-07-22T09:29:00,1,0.0,0.0,171
171,0.86807,2021-07-22T09:28:00,0.86807,True,0.0,4,0.0144678,2021-07-22T09:29:00,1,0.0,0.0,172
172,1.03641,2021-07-22T09:28:00,1.03641,True,0.0,5,0.0172735,2021-07-22T09:29:00,1,0.0,0.0,173
173,0.971064,2021-07-22T09:28:00,0.971064,True,0.0,6,0.0161844,2021-07-22T09:29:00,1,0.0,0.0,174
174,0.743201,2021-07-22T09:29:00,0.743201,True,0.0,1,0.0123867,2021-07-22T09:30:00,1,0.0,0.0,175
175,0.952017,2021-07-22T09:29:00,0.952017,True,0.0,2,0.015867,2021-07-22T09:30:00,1,0.0,0.0,176
176,0.9292,2021-07-22T09:29:00,0.9292,True,0.0,3,0.0154867,2021-07-22T09:30:00,1,0.0,0.0,177
177,0.872465,2021-07-22T09:29:00,0.872465,True,0.0,4,0.0145411,2021-07-22T09:30:00,1,0.0,0.0,178
178,1.04165,2021-07-22T09:29:00,1.04165,True,0.0,5,0.0173608,2021-07-22T09:30:00,1,0.0,0.0,179
179,0.97598,2021-07-22T09:29:00,0.97598,True,0.0,6,0.0162663,2021-07-22T09:30:00,1,0.0,0.0,180
180,0.74695,2021-07-22T09:30:00,0.74695,True,0.0,1,0.0124492,2021-07-22T09:31:00,1,0.0,0.0,181
181,0.956819,2021-07-22T09:30:00,0.956819,True,0.0,2,0.015947,2021-07-22T09:31:00,1,0.0,0.0,182
182,0.933887,2021-07-22T09:30:00,0.933887,True,0.0,3,0.0155648,2021-07-22T09:31:00,1,0.0,0.0,183
183,0.876865,2021-07-22T09:30:00,0.876865,True,0.0,4,0.0146144,2021-07-22T09:31:00,1,0.0,0.0,184
184,1.04691,2021-07-22T09:30:00,1.04691,True,0.0,5,0.0174485,2021-07-22T09:31:00,1,0.0,0.0,185
185,0.980903,2021-07-22T09:30:00,0.980903,True,0.0,6,0.0163484,2021-07-22T09:31:00,1,0.0,0.0,186
186,0.750612,2021-07-22T09:31:00,0.750612,True,0.0,1,0.0125102,2021-07-22T09:32:00,1,0.0,0.0,187
187,0.961509,2021-07-22T09:31:00,0.961509,True,0.0,2,0.0160252,2021-07-22T09:32:00,1,0.0,0.0,188
188,0.938465,2021-07-22T09:31:00,0.938465,True,0.0,3,0.0156411,2021-07-22T09:32:00,1,0.0,0.0,189
189,0.881164,2021-07-22T09:31:00,0.881164,True,0.0,4,0.0146861,2021-07-22T09:32:00,1,0.0,0.0,190
190,1.05204,2021-07-22T09:31:00,1.05204,True,0.0,5,0.017534,2021-07-22T09:32:00,1,0.0,0.0,191
191,0.985712,2021-07-22T09:31:00,0.985712,True,0.0,6,0.0164285,2021-07-22T09:32:00,1,0.0,0.0,192
192,0.7543,2021-07-22T09:32:00,0.7543,True,0.0,1,0.0125717,2021-07-22T09:33:00,1,0.0,0.0,193
193,0.966235,2021-07-22T09:32:00,0.966235,True,0.0,2,0.0161039,2021-07-22T09:33:00,1,0.0,0.0,194
194,0.943077,2021-07-22T09:32:00,0.943077,True,0.0,3,0.0157179,2021-07-22T09:33:00,1,0.0,0.0,195
195,0.885495,2021-07-22T09:32:00,0.885495,True,0.0,4,0.0147582,2021-07-22T09:33:00,1,0.0,0.0,196
196,1.05721,2021-07-22T09:32:00,1.05721,True,0.0,5,0.0176202,2021-07-22T09:33:00,1,0.0,0.0,197
197,0.990556,2021-07-22T09:32:00,0.990556,True,0.0,6,0.0165093,2021-07-22T09:33:00,1,0.0,0.0,198
198,0.757963,2021-07-22T09:33:00,0.757963,True,0.0,1,0.0126327,2021-07-22T09:34:00,1,0.0,0.0,199
199,0.970926,2021-07-22T09:33:00,0.970926,True,0.0,2,0.0161821,2021-07-22T09:34:00,1,0.0,0.0,200
200,0.947656,2021-07-22T09:33:00,0.947656,True,0.0,3,0.0157943,2021-07-22T09:34:00,1,0.0,0.0,201
201,0.889794,2021-07-22T09:33:00,0.889794,True,0.0,4,0.0148299,2021-07-22T09:34:00,1,0.0,0.0,202
202,1.06234,2021-07-22T09:33:00,1.06234,True,0.0,5,0.0177057,2021-07-22T09:34:00,1,0.0,0.0,203
203,0.995365,2021-07-22T09:33:00,0.995365,True,0.0,6,0.0165894,2021-07-22T09:34:00,1,0.0,0.0,204
204,0.761491,2021-07-22T09:34:00,0.761491,True,0.0,1,0.0126915,2021-07-22T09:35:00,1,0.0,0.0,205
205,0.975446,2021-07-22T09:34:00,0.975446,True,0.0,2,0.0162574,2021-07-22T09:35:00,1,0.0,0.0,206
206,0.952068,2021-07-22T09:34:00,0.952068,True,0.0,3,0.0158678,2021-07-22T09:35:00,1,0.0,0.0,207
207,0.893936,2021-07-22T09:34:00,0.893936,True,0.0,4,0.0148989,2021-07-22T09:35:00,1,0.0,0.0,208
208,1.06729,2021-07-22T09:34:00,1.06729,True,0.0,5,0.0177882,2021-07-22T09:35:00,1,0.0,0.0,209
209,0.999999,2021-07-22T09:34:00,0.999999,True,0.0,6,0.0166667,2021-07-22T09:35:00,1,0.0,0.0,210
210,0.765051,2021-07-22T09:35:00,0.765051,True,0.0,1,0.0127509,2021-07-22T09:36:00,1,0.0,0.0,211
211,0.980006,2021-07-22T09:35:00,0.980006,True,0.0,2,0.0163334,2021-07-22T09:36:00,1,0.0,0.0,212
212,0.956519,2021-07-22T09:35:00,0.956519,True,0.0,3,0.015942,2021-07-22T09:36:00,1,0.0,0.0,213
213,0.898116,2021-07-22T09:35:00,0.898116,True,0.0,4,0.0149686,2021-07-22T09:36:00,1,0.0,0.0,214
214,1.07228,2021-07-22T09:35:00,1.07228,True,0.0,5,0.0178713,2021-07-22T09:36:00,1,0.0,0.0,215
215,1.00467,2021-07-22T09:35:00,1.00467,True,0.0,6,0.0167445,2021-07-22T09:36:00,1,0.0,0.0,216
216,0.768503,2021-07-22T09:36:00,0.768503,True,0.0,1,0.0128084,2021-07-22T09:37:00,1,0.0,0.0,217
